Identifier,LeadID,Industry,Bank_Name,description,transaction_type,amount,B2C_KW_Category,Yodlee_Category
X1260,4412,Wholesale Trade,Bank of America,CHASE CREDIT CRD DES:EPAY ID:xxxxxx1136 INDN:DAVID R BANDHY CO ID:5760,debit,423,CREDIT CARD PAYMENTS,Credit Card Payments
X1261,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 02/20 #xxxxx6156 DEPOSIT STARMOUNT AT ATM CHARLOTTE NC,credit,707.06,DEPOSITS,Deposits
X1262,4412,Wholesale Trade,Bank of America,Check xxxxxxx3467,debit,436,CHECKS,Checks
X1263,4412,Wholesale Trade,Bank of America,Check xxxxxxx3464,debit,450,CHECKS,Checks
X1264,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx5903 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1265,4412,Wholesale Trade,Bank of America,Check xxxxxxx3461,debit,3118.5,CHECKS,Checks
X1266,4412,Wholesale Trade,Bank of America,Swift Financial DES:ACH2/15aAL ID:Rxxxxxxxxxx1896 INDN:ABC Global Import and CO ID:B204,debit,908.81,LOANS,Automotive Expenses
X1267,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx4894 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1268,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 02/15 #xxxxx5132 DEPOSIT CAROLINA PLACE PINEVILLE NC,credit,5582.92,DEPOSITS,Deposits
X1269,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1270,4412,Wholesale Trade,Bank of America,STATE FARM RO 27 DES:SFPP ID:07 S xxxxxx7407 INDN:DAVID BANDHY CO ID:9000,debit,119.13,INSURANCE,Insurance
X1271,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx4057 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1272,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 02/14 #xxxxx9974 DEPOSIT CAROLINA PLACE PINEVILLE NC,credit,912.04,DEPOSITS,Deposits
X1273,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1274,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1275,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx3245 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1276,4412,Wholesale Trade,Bank of America,Check xxxxxxx3465,debit,25,CHECKS,Checks
X1277,4412,Wholesale Trade,Bank of America,Check xxxxxxx3466,debit,615.16,CHECKS,Checks
X1278,4412,Wholesale Trade,Bank of America,Check xxxxxxx3463,debit,1256.31,CHECKS,Checks
X1279,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx2431 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1280,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1281,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 02/12 #xxxxx8701 DEPOSIT BEREA GREENVILLE SC,credit,2034.29,DEPOSITS,Deposits
X1282,4412,Wholesale Trade,Bank of America,Check xxxxxxx3462,debit,324,CHECKS,Checks
X1283,4412,Wholesale Trade,Bank of America,USPS PO xx3840 02/12 #xxxxx5300 PURCHASE USPS PO xxxx4006 INDIAN TRAIL NC,debit,296.38,POSTAGE AND SHIPPING,Postage and Shipping
X1284,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx1623 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1285,4412,Wholesale Trade,Bank of America,Swift Financial DES:ACH2/8aAL ID:Rxxxxxxxxxx5916 INDN:ABC Global Import and CO ID:B204,debit,908.81,LOANS,Automotive Expenses
X1286,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1287,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx0727 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1288,4412,Wholesale Trade,Bank of America,OFFICE DEPOT DES:ONLINE PMT ID:xxxxxxxxxxx1675 INDN:ABC GLOBAL CO ID:CITI,debit,35,OFFICE SUPPLIES,Office Supplies
X1289,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 02/08 #xxxxx9462 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,250.81,DEPOSITS,Deposits
X1290,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1291,4412,Wholesale Trade,Bank of America,Check xxxxxxx3458,debit,3009.25,CHECKS,Checks
X1292,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx9909 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1293,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1294,4412,Wholesale Trade,Bank of America,BANK OF AMERICA BUSINESS CARD Bill Payment,debit,500,CREDIT CARD PAYMENTS,Credit Card Payments
X1295,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx7852 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1296,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1297,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 02/06 #xxxxx8687 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,899.51,DEPOSITS,Deposits
X1298,4412,Wholesale Trade,Bank of America,WESTERN UNION FI DES:TRANSFER ID:xxxxxxxxxxx8033 INDN:DAVID BANDHY CO ID:1222,credit,5000,TRANSFERS,Transfers
X1299,4412,Wholesale Trade,Bank of America,Check xxxxxxx3460,debit,1164.51,CHECKS,Checks
X1300,4412,Wholesale Trade,Bank of America,USPS PO xx3840 02/06 #xxxxx9212 PURCHASE USPS PO xxxx4006 INDIAN TRAIL NC,debit,776.36,POSTAGE AND SHIPPING,Postage and Shipping
X1301,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1302,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx8644 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1303,4412,Wholesale Trade,Bank of America,Counter Credit,credit,2150.8,DEPOSITS,Deposits
X1304,4412,Wholesale Trade,Bank of America,Check xxxxxxx3459,debit,336,CHECKS,Checks
X1305,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 02/05 #xxxxx8314 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1023.81,DEPOSITS,Deposits
X1306,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1307,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx7412 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1308,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 02/02 #xxxxx9673 DEPOSIT POPLIN PLACE REM MONROE NC,credit,811.5,DEPOSITS,Deposits
X1309,4412,Wholesale Trade,Bank of America,Swift Financial DES:ACH2/1aAL ID:Rxxxxxxxxxx9458 INDN:ABC Global Import and CO ID:B204,debit,908.81,LOANS,Automotive Expenses
X1310,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 02/02 #xxxxx9373 DEPOSIT THE CROSSING MATTHEWS NC,credit,310.87,DEPOSITS,Deposits
X1311,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1312,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx6515 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1313,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 02/01 #xxxxx6614 DEPOSIT NORTHGATE DURHAM NC,credit,597.9,DEPOSITS,Deposits
X1314,4412,Wholesale Trade,Bank of America,NC DEPT REVENUE DES:TAX PYMT ID:xxxxxxxxxxx4910 INDN:xxxxxxxxxxxxxxxxxx0994 CO ID:9044,debit,324,TAXES,Taxes
X1315,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1316,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx5653 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1317,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/31 #xxxxx6220 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,281.87,DEPOSITS,Deposits
X1318,4412,Wholesale Trade,Bank of America,USPS PO xx3840 01/31 #xxxxx5536 PURCHASE USPS PO xxxx4006 INDIAN TRAIL NC,debit,6,POSTAGE AND SHIPPING,Postage and Shipping
X1319,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx4819 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1320,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/30 #xxxxx5805 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,885.43,DEPOSITS,Deposits
X1321,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1322,4412,Wholesale Trade,Bank of America,Nissan DES:Auto Loan ID:xxxxxxxxx0039 INDN:BANDHY DAVID R CO ID:9782,debit,647.49,LOANS,Loans
X1323,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx4000 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1324,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1325,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/29 #xxxxx3272 DEPOSIT BEREA GREENVILLE SC,credit,1426.43,DEPOSITS,Deposits
X1326,4412,Wholesale Trade,Bank of America,Check xxxxxxx3457,debit,354,CHECKS,Checks
X1327,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/28 #xxxxx7457 DEPOSIT THE CROSSING MATTHEWS NC,credit,414.42,DEPOSITS,Deposits
X1328,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1329,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx3197 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1330,4412,Wholesale Trade,Bank of America,NC TLR cash withdrawal from CHK 5341 Banking Ctr INDEPENDENCE SQUARE EAST #00,debit,2000,ONLINE SERVICES,ATM/Cash Withdrawals
X1331,4412,Wholesale Trade,Bank of America,Swift Financial DES:ACH1/25aAL ID:Rxxxxxxxxxx8173 INDN:ABC Global Import and CO ID:B204,debit,908.81,LOANS,Automotive Expenses
X1332,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1333,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx2015 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1334,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/25 #xxxxx3574 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1434.47,DEPOSITS,Deposits
X1335,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/25 #xxxxx3770 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1019.12,DEPOSITS,Deposits
X1336,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx1205 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1337,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/24 #xxxxx2135 DEPOSIT CROSS CREEK FAYETTEVILLE NC,credit,259.64,DEPOSITS,Deposits
X1338,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1339,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1340,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx9817 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1341,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/23 #xxxxx5316 DEPOSIT NORTHGATE DURHAM NC,credit,2505.49,DEPOSITS,Deposits
X1342,4412,Wholesale Trade,Bank of America,ATT DES:Payment ID:xxxxx1002EPAYB INDN:ABC Global Import CO ID:9864,debit,268.88,CABLE/SATELLITE SERVICES,Cable/Satellite Services
X1343,4412,Wholesale Trade,Bank of America,NC TLR transfer to CHK 5292 Banking Ctr NORTHGATE #00,debit,2500,TRANSFERS,Transfers
X1344,4412,Wholesale Trade,Bank of America,Check xxxxxxx3456,debit,370,CHECKS,Checks
X1345,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx8992 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1346,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1347,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/22 #xxxxx2660 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1877.98,DEPOSITS,Deposits
X1348,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/21 #xxxxx2362 WITHDRWL INDIAN TRAIL REM INDIAN TRAIL NC,debit,140,ATM/CASH WITHDRAWALS,ATM/Cash Withdrawals
X1349,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/20 #xxxxx2086 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,39.4,DEPOSITS,Deposits
X1350,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1351,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx8196 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1352,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/19 #xxxxx3929 DEPOSIT CROSS CREEK FAYETTEVILLE NC,credit,430.39,DEPOSITS,Deposits
X1353,4412,Wholesale Trade,Bank of America,CHASE CREDIT CRD DES:EPAY ID:xxxxxx0181 INDN:DAVID R BANDHY CO ID:5760,debit,500,CREDIT CARD PAYMENTS,Credit Card Payments
X1354,4412,Wholesale Trade,Bank of America,Swift Financial DES:ACH1/18aAL ID:Rxxxxxxxxxx0865 INDN:ABC Global Import and CO ID:B204,debit,908.81,LOANS,Automotive Expenses
X1355,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1356,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx7289 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1357,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/18 #xxxxx1145 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,616.2,DEPOSITS,Deposits
X1358,4412,Wholesale Trade,Bank of America,BANK OF AMERICA CREDIT CARD Bill Payment,debit,500,CREDIT CARD PAYMENTS,Credit Card Payments
X1359,4412,Wholesale Trade,Bank of America,STATE FARM RO 27 DES:SFPP ID:07 S xxxxxx7407 INDN:DAVID BANDHY CO ID:9000,debit,119.13,INSURANCE,Insurance
X1360,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx6462 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1361,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/17 #xxxxx3511 DEPOSIT THE CROSSING MATTHEWS NC,credit,1159.93,DEPOSITS,Deposits
X1362,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1363,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/16 #xxxxx9639 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,432.46,DEPOSITS,Deposits
X1364,4412,Wholesale Trade,Bank of America,Check xxxxxxx3455,debit,540,CHECKS,Checks
X1365,4412,Wholesale Trade,Bank of America,Check xxxxxxx3453,debit,1256.31,CHECKS,Checks
X1366,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx5585 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1367,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1368,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/15 #xxxxx5483 DEPOSIT BEREA GREENVILLE SC,credit,1248.92,DEPOSITS,Deposits
X1369,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/16 #xxxxx4622 DEPOSIT PARKWAY PLAZA WINSTON SALEM NC,credit,3268.2,DEPOSITS,Deposits
X1370,4412,Wholesale Trade,Bank of America,Check xxxxxxx3447,debit,2981.25,CHECKS,Checks
X1371,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/14 #xxxxx2764 DEPOSIT THE CROSSING MATTHEWS NC,credit,262.14,DEPOSITS,Deposits
X1372,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/13 #xxxxx8451 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,247.19,DEPOSITS,Deposits
X1373,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1374,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx4693 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1375,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/12 #xxxxx7981 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,121.91,DEPOSITS,Deposits
X1376,4412,Wholesale Trade,Bank of America,Swift Financial DES:ACH1/11aAL ID:Rxxxxxxxxxx8446 INDN:ABC Global Import and CO ID:B204,debit,908.81,LOANS,Automotive Expenses
X1377,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1378,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx3689 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1379,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/11 #xxxxx7423 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1204.15,DEPOSITS,Deposits
X1380,4412,Wholesale Trade,Bank of America,Check xxxxxxx3454,debit,1849.2,CHECKS,Checks
X1381,4412,Wholesale Trade,Bank of America,Check xxxxxxx3451,debit,25,CHECKS,Checks
X1382,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1383,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx2869 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1384,4412,Wholesale Trade,Bank of America,GA TLR transfer Banking Ctr COBB TOWN CENTER #01,credit,2200,TRANSFERS,Transfers
X1385,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/09 #xxxxx6874 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1267.98,DEPOSITS,Deposits
X1386,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1387,4412,Wholesale Trade,Bank of America,OFFICE DEPOT DES:ONLINE PMT ID:xxxxxxxxxxx1048 INDN:ABC GLOBAL CO ID:CITI,debit,40,OFFICE SUPPLIES,Office Supplies
X1388,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx2034 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1389,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/09 #xxxxx3316 DEPOSIT NORTHGATE DURHAM NC,credit,623.74,DEPOSITS,Deposits
X1390,4412,Wholesale Trade,Bank of America,USPS PO xx3840 01/09 #xxxxx7687 PURCHASE USPS PO xxxx4006 INDIAN TRAIL NC,debit,837.65,POSTAGE AND SHIPPING,Postage and Shipping
X1391,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/09 #xxxxx6499 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,480,DEPOSITS,Deposits
X1392,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1393,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx1207 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1394,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/08 #xxxxx6324 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,629.83,DEPOSITS,Deposits
X1395,4412,Wholesale Trade,Bank of America,Check xxxxxxx3452,debit,370,CHECKS,Checks
X1396,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/07 #xxxxx6000 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,343.43,DEPOSITS,Deposits
X1397,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1398,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx0403 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1399,4412,Wholesale Trade,Bank of America,NC TLR transfer to CHK 5198 Banking Ctr MINT HILL #00,debit,6400,TRANSFERS,Transfers
X1400,4412,Wholesale Trade,Bank of America,Swift Financial DES:ACH1/4aAL ID:Rxxxxxxxxxx4150 INDN:ABC Global Import and CO ID:B204,debit,908.81,LOANS,Automotive Expenses
X1401,4412,Wholesale Trade,Bank of America,BANK OF AMERICA BUSINESS CARD Bill Payment,debit,500,CREDIT CARD PAYMENTS,Credit Card Payments
X1402,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx9495 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1403,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1404,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/04 #xxxxx4505 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,1403.76,DEPOSITS,Deposits
X1405,4412,Wholesale Trade,Bank of America,Check xxxxxxx3450,debit,1409.2,CHECKS,Checks
X1406,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/04 #xxxxx4586 DEPOSIT INDIAN TRAIL REM INDIAN TRAIL NC,credit,717.51,DEPOSITS,Deposits
X1407,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1408,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx8672 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1409,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/03 #xxxxx5107 DEPOSIT MINT HILL CHARLOTTE NC,credit,2277.49,DEPOSITS,Deposits
X1410,4412,Wholesale Trade,Bank of America,Check xxxxxxx3449,debit,246.36,CHECKS,Checks
X1411,4412,Wholesale Trade,Bank of America,Check xxxxxxx3446,debit,116.11,CHECKS,Checks
X1412,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
X1413,4412,Wholesale Trade,Bank of America,Itria Ventures DES:ABC ACH ID:Trans#xx7862 INDN:ABC GLOBAL IMPORT AND CO ID:G465,debit,95.24,LOANS,Transfers
X1414,4412,Wholesale Trade,Bank of America,BKOFAMERICA ATM 01/02 #xxxxx9588 DEPOSIT BEREA GREENVILLE SC,credit,1477.49,DEPOSITS,Deposits
X1415,4412,Wholesale Trade,Bank of America,Check xxxxxxx3448,debit,456,CHECKS,Checks
X1416,4412,Wholesale Trade,Bank of America,Direct Capital DES:EDI PYMNTS ID:DCCLOAN-xxx2214 INDN:ABC Global Import and CO ID:1020,debit,195.05,LOANS,Loans
